tile_id,avg_ndvi,avg_height,min_height,max_height,avg_species,avg_density,avg_biomass
73_23,0.17341368,19.615253,14.949905,24.983057,deciduous,dense,6250.0
73_24,0.16804953,20.556295,16.54887,21.888628,deciduous,dense,6250.0
73_25,0.26530972,19.06372,14.270702,22.367664,mixed,dense,6250.0
73_26,0.26184335,18.558472,12.648428,26.361025,mixed,dense,6250.0
73_27,0.22090322,17.267895,12.351831,24.603539,mixed,urban,50.0
73_28,0.26483825,13.456131,9.718955,18.278814,mixed,urban,50.0
73_29,0.3275769,9.0588455,1.3808966,13.858095,coniferous,dense,6250.0
73_30,0.38483375,2.298052,0.0,9.579561,coniferous,dense,6250.0
73_31,0.33308628,0.081068054,0.0,4.786491,mixed,dense,6250.0
73_32,0.3050749,9.691084,0.0,16.482729,mixed,urban,50.0
73_33,0.27973148,18.292768,14.997988,22.115294,mixed,urban,50.0
73_34,0.29996595,20.708117,18.330374,22.899141,mixed,dense,6250.0
73_35,0.3297483,19.628063,18.107517,22.176996,mixed,dense,6250.0
73_36,0.2665896,20.352333,17.517239,23.821012,mixed,dense,6250.0
73_37,0.30336857,21.336548,18.029974,25.366993,mixed,dense,6250.0
73_38,0.32922673,17.154215,13.968197,24.210588,coniferous,dense,6250.0
73_39,0.31318483,16.4227,14.100354,18.437672,coniferous,urban,50.0
73_40,0.34853664,15.847019,11.249066,18.233639,mixed,dense,6250.0
73_41,0.29060695,7.7070193,2.0325007,13.4819,mixed,dense,6250.0
73_42,0.2706212,10.245662,2.0990365,19.1026,deciduous,dense,6250.0
73_43,0.26469636,17.162792,13.94658,20.04305,deciduous,dense,6250.0
73_44,0.36152178,12.419702,8.034165,16.66947,deciduous,dense,6250.0
73_45,0.3128805,11.046791,3.0896268,15.959016,deciduous,dense,6250.0
73_46,0.38288954,14.009029,11.739792,16.694172,mixed,dense,6250.0
73_47,0.33477128,16.883612,15.287737,17.690865,mixed,dense,6250.0
73_48,0.30765328,18.183754,16.754248,19.409645,deciduous,dense,6250.0
73_49,0.37043554,19.667343,18.611208,20.356623,mixed,dense,6250.0
73_50,0.3315604,19.014503,17.408903,19.68217,mixed,dense,6250.0
73_51,0.2813329,19.233065,16.812227,24.375528,deciduous,dense,6250.0
73_52,0.21670105,19.839235,15.468697,25.235487,deciduous,dense,6250.0
73_53,0.18159473,17.551294,13.005278,22.878038,deciduous,urban,50.0
73_54,0.21381888,15.007452,13.044962,17.779362,deciduous,dense,6250.0
73_55,0.22885989,20.76852,15.68409,24.920918,deciduous,dense,6250.0
73_56,0.26481542,26.592943,23.572481,29.44072,deciduous,dense,6250.0
73_57,0.18811497,29.664915,27.443144,30.509865,deciduous,dense,6250.0
73_58,0.18860993,28.0313,23.526758,29.735561,deciduous,dense,6250.0
73_59,0.20495461,25.692547,20.735796,31.036432,deciduous,dense,6250.0
73_60,0.21268427,19.282404,6.2742925,31.030724,deciduous,dense,6250.0
73_61,0.17308126,10.988585,3.7832768,19.362555,deciduous,dense,6250.0
73_62,0.17494346,23.66531,15.983216,32.418064,deciduous,dense,6250.0
73_63,0.21334411,28.748743,24.513105,32.51933,deciduous,dense,6250.0
73_64,0.19299813,25.161966,20.889526,28.736053,deciduous,dense,6250.0
73_65,0.21148436,22.47948,18.733257,24.465494,deciduous,dense,6250.0
73_66,0.20124431,18.93222,16.146248,21.427494,deciduous,dense,6250.0
73_67,0.16818735,12.035362,0.8350345,17.24332,deciduous,dense,6250.0
73_68,0.26900086,5.8091235,1.5578232,10.812702,mixed,dense,6250.0
73_69,0.2097181,3.4497035,1.8569359,6.181984,deciduous,dense,6250.0
73_70,0.09873323,4.835202,2.2495499,8.022396,mixed,sparse,1250.0
73_71,0.053571522,1.0489393,0.0,4.9688506,coniferous,sparse,1250.0
73_72,0.04195582,0.0,0.0,0.0,coniferous,sparse,1250.0
73_73,0.038932037,0.0,0.0,0.0,coniferous,sparse,1250.0
73_74,0.04660286,0.0,0.0,0.0,coniferous,sparse,1250.0
